eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
1,22.299999,3,5,40,25,-1,1,1,1,5,1,-2,1,1,1,1,2,3,2,1,2,1
2,20.6,3,2,45,0,-1,1,2,1,7,2,-1,-1,2,1,1,2,1,2,1,1,1
2,31.200001,3,-1,0,15,2,1,1,2,-1,1,3,2,2,1,1,2,1,1,3,1,2
1,25.4,3,5,100,1,-1,2,1,1,5,2,-1,-1,1,3,2,2,3,-1,1,2,-1
1,25.5,3,5,15,5,-1,2,1,1,2,1,1,2,1,1,1,2,3,-1,1,1,2
1,28.6,3,-1,20,20,-1,1,1,1,4,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,25.200001,3,5,95,0,-1,2,2,1,4,2,-1,-1,1,1,1,2,1,-1,1,3,2
3,27.299999,3,-1,45,135,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,2,3,1
2,30.200001,3,-1,30,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,1
1,32.400002,1,5,35,0,-1,1,2,2,-1,1,3,2,1,1,1,2,1,2,1,1,1
2,32.299999,3,-1,65,0,1,1,2,1,2,2,-1,-1,1,1,1,2,1,1,1,1,2
1,45.599998,3,-1,65,15,1,1,1,2,-1,1,6,1,1,1,1,2,1,1,2,1,2
2,33.400002,3,5,55,5,1,1,1,2,-1,1,1,1,1,2,1,2,1,1,-1,-1,2
-1,-1,3,-1,20,0,-1,1,2,-1,-1,2,-1,-1,-1,3,2,2,3,2,1,2,-1
1,21.299999,3,-1,130,0,2,1,2,1,4,2,-1,-1,1,1,-1,-1,2,1,1,3,-1
1,-1,3,5,90,0,-1,1,2,2,-1,2,-1,-1,2,1,1,2,1,2,1,2,1
2,29.200001,3,-1,0,20,2,1,1,2,-1,1,2,1,1,1,1,2,1,1,1,2,1
2,19.9,3,-1,185,0,-1,2,2,1,5,2,-1,-1,1,1,2,2,1,-1,1,2,-1
-2,46,3,-1,155,0,-1,2,2,1,14,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,21.299999,3,5,18,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,1,3,1
1,19.1,3,5,40,5,-1,2,1,1,2,1,7,1,1,3,1,2,3,-1,1,2,2
1,30.5,3,-1,60,0,-1,1,2,2,-1,2,-1,-1,1,3,1,2,3,2,1,2,2
1,22,3,5,105,15,-1,1,1,1,7,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
1,19.9,3,5,15,40,-1,1,1,1,2,1,8,2,1,1,1,1,1,2,1,2,2
2,21.6,3,5,60,45,-1,1,1,1,7,2,-1,-1,2,1,1,2,3,2,1,2,2
3,30,3,-1,35,15,2,1,1,1,7,1,2,2,2,1,1,2,1,1,1,2,2
2,21.9,3,5,10,0,-1,2,2,2,-1,2,-1,-1,2,1,-1,-1,2,-1,3,1,-1
2,34.099998,3,-1,90,30,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,5,2
1,48.099998,3,-1,60,0,1,1,2,1,7,2,-1,-1,1,1,1,2,1,1,1,2,2
1,23.9,1,-1,0,84,-1,1,1,1,3,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,25,3,5,45,45,-1,1,1,1,6,1,4,1,1,2,1,2,3,2,-1,-1,2
2,22.4,3,-1,10,20,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,26.200001,3,5,105,0,2,1,2,1,3,2,-1,-1,1,2,1,2,1,1,-1,-1,2
1,21.799999,3,5,50,30,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,2,4,2
3,28.299999,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,2,2
2,24.299999,3,-1,75,15,-1,2,1,1,2,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,22.299999,3,1,40,165,-1,1,1,1,14,1,1,2,1,1,1,2,1,2,1,2,2
1,27.4,3,5,55,0,-1,1,2,2,-1,1,1,1,1,3,1,2,1,2,1,2,2
1,20.200001,3,5,35,20,-1,2,1,2,-1,1,2,2,1,3,-1,-1,2,-1,3,2,-1
2,56.599998,3,3,60,0,-1,1,2,2,-1,2,-1,-1,2,1,1,2,1,2,1,1,2
1,24.799999,3,5,95,0,-1,2,2,1,4,1,1,2,1,2,1,2,1,-1,-1,-1,2
1,25.299999,3,3,203,0,-1,2,2,1,5,1,2,2,1,2,1,2,1,-1,-1,-1,2
1,-1,3,5,30,20,2,1,1,1,2,1,6,1,1,1,1,2,1,1,2,3,2
1,21.299999,3,-1,70,0,-1,1,2,1,11,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
2,33.700001,2,-1,30,0,-1,2,2,1,2,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,-1,15,60,2,1,1,2,-1,2,-1,-1,1,1,-1,-1,2,1,1,4,-1
1,28.200001,3,5,60,15,-1,1,1,1,7,2,-1,-1,1,3,2,2,3,2,1,4,-1
2,20.9,3,-1,75,160,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2
1,24.1,3,5,25,5,-1,1,1,1,7,1,1,2,1,1,1,2,1,2,1,3,2
-3,30.1,3,-1,100,0,1,1,2,1,7,2,-1,-1,1,1,1,2,1,1,1,4,2
1,36.799999,3,5,80,1,2,1,1,2,-1,1,2,1,1,2,1,2,1,1,-1,-1,2
1,26.6,3,5,50,10,1,1,1,1,4,1,2,2,1,1,1,2,1,1,1,1,2
1,26.299999,3,-1,30,15,-1,1,1,1,1,2,-1,-1,1,1,2,2,1,2,1,3,-1
1,28.799999,3,-1,10,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,2
2,24.4,3,-1,120,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,25.299999,3,5,55,30,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,22.5,3,-1,30,5,-1,2,1,1,7,1,2,1,1,1,1,2,3,-1,1,1,2
1,21.299999,3,-1,120,30,-1,2,1,1,2,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,23,3,-1,105,3,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
2,22,3,5,50,10,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,28.200001,3,-1,45,0,1,1,2,2,-1,2,-1,-1,1,1,1,1,1,1,1,2,2
1,21,2,-1,90,15,-1,1,1,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,34.5,3,5,30,0,-1,2,2,1,4,2,-1,-1,1,1,-1,-1,2,-1,1,3,-1
2,27.5,2,-1,115,0,-1,1,2,1,3,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,24.700001,3,-1,50,5,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,4,1,1
2,31.5,3,-1,90,10,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,2,4,2
1,23.799999,3,5,110,0,-1,1,2,1,5,1,2,2,1,3,-1,-1,2,2,1,1,-1
1,27.1,3,5,30,15,-1,2,1,2,-1,1,1,2,1,1,1,2,1,-1,1,6,2
3,22.1,3,-1,20,0,-1,1,2,1,7,1,10,1,1,2,-1,-1,2,2,-1,-1,-1
1,24.6,3,5,30,10,-1,1,1,1,7,1,1,1,1,1,1,2,1,2,2,4,2
1,24,3,-1,0,30,-1,2,1,1,4,1,2,1,1,1,1,2,1,-1,1,4,2
1,24.4,3,5,55,3,2,1,1,1,6,1,1,2,1,3,-1,-1,2,1,1,2,-1
1,-1,3,-1,20,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,2,1,-1
1,29.9,3,5,65,3,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2
1,22.299999,3,5,60,10,-1,2,1,1,4,2,-1,-1,1,1,2,2,1,-1,1,2,-1
1,21.299999,3,-1,35,15,2,1,1,1,28,2,-1,-1,1,1,2,2,1,1,1,2,-1
2,21.1,3,-1,45,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,5,1,2
3,32.900002,3,-1,60,0,-1,1,2,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,23.700001,3,-1,90,10,2,1,1,2,-1,1,10,2,1,1,1,2,1,1,1,1,2
1,25.4,3,5,75,30,1,1,1,1,2,1,1,2,1,1,-1,-1,2,1,1,2,-1
1,27.4,3,5,60,45,-1,1,1,1,5,1,1,2,1,1,1,2,1,2,2,4,1
1,22.1,3,5,75,30,1,1,1,1,5,1,1,2,1,3,1,2,3,1,1,3,1
2,27.299999,3,5,5,30,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,2
3,27.4,3,-1,75,3,3,1,1,1,7,1,2,1,1,1,2,2,1,1,1,1,-1
1,25.6,3,5,48,0,-1,2,2,1,3,2,-1,-1,1,2,1,2,3,-1,-1,-1,2
2,26,1,-1,120,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,2,5,2
-2,-1,3,5,90,0,-1,1,2,1,5,1,2,1,1,3,1,2,1,2,1,2,2
1,32.099998,3,5,30,5,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,38.400002,3,-1,135,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
2,47.400002,3,5,165,20,-1,2,1,2,-1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
2,28.200001,3,5,45,15,2,1,1,2,-1,2,-1,-1,1,2,1,2,1,1,-1,-1,1
2,23.6,3,-1,40,10,-1,2,1,1,1,1,4,2,1,2,-1,-1,2,-1,-1,-1,-1
1,23.700001,3,-1,35,5,2,1,1,2,-1,1,3,1,1,1,-1,-1,2,1,2,6,-1
2,29.5,3,-1,10,10,2,1,1,1,7,1,1,1,1,1,1,2,1,1,1,2,2
2,24,3,5,90,0,-1,1,2,1,3,1,1,2,1,3,-1,-1,2,2,1,1,-1
2,23.4,3,-1,90,0,-1,1,2,1,7,1,4,1,1,1,1,2,1,2,1,6,2
3,20.5,3,-1,30,15,-1,1,1,1,7,2,-1,-1,1,1,-1,-1,2,2,1,2,-1
2,-1,3,-1,25,5,-1,1,1,1,3,1,2,2,1,3,1,2,3,2,2,1,2
1,22.9,3,-1,30,30,-1,2,1,1,3,1,2,1,1,1,1,2,1,-1,1,1,2
1,31.700001,3,5,90,120,-1,2,1,1,7,1,3,2,1,3,1,2,1,-1,3,1,2
1,19.799999,3,5,20,60,-1,2,1,1,2,2,-1,-1,1,3,2,2,3,-1,2,6,-1
2,25.799999,3,-1,90,15,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,1,3,2
1,25.6,3,-1,30,20,-1,2,1,1,5,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,23.700001,3,-1,20,120,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,-2,2
1,25.799999,3,-1,70,0,-1,2,2,1,14,1,4,1,1,1,2,2,1,-1,1,4,-1
1,25.1,3,-1,35,0,1,1,2,1,5,1,6,2,1,2,-1,-1,2,1,-1,-1,-1
2,24.4,3,-1,85,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,1,2
1,36,3,-1,20,40,-1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,-1
1,29.1,3,-1,150,0,1,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
2,-1,3,5,75,0,2,1,2,1,7,2,-1,-1,1,1,1,2,1,1,1,1,2
2,21.9,3,-1,35,0,-1,1,2,1,4,2,-1,-1,1,3,1,2,1,2,2,2,2
1,32.700001,3,5,40,5,-1,1,1,1,4,1,2,2,1,1,1,2,1,2,1,5,2
1,17.700001,3,-1,45,10,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,25.799999,3,-1,45,30,1,1,1,1,4,2,-1,-1,1,1,1,2,1,1,2,6,2
1,41.799999,3,-1,0,680,2,1,1,2,-1,1,5,1,1,2,-1,-1,2,1,-1,-1,-1
3,33.900002,1,5,105,20,2,1,1,1,7,1,1,2,1,1,1,2,1,1,1,1,1
3,29.799999,3,-1,60,30,-1,1,1,2,-1,1,7,1,1,1,1,2,1,2,1,2,2
1,19,3,-1,60,15,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,1,2,1
1,24.4,3,-1,60,0,1,1,2,1,7,1,1,2,1,1,1,2,1,1,2,1,2
2,33.299999,3,-1,30,0,2,1,2,1,7,2,-1,-1,1,1,1,2,1,1,1,3,2
1,29.4,3,-1,120,0,1,1,2,1,4,1,11,1,1,2,-1,-1,2,1,-1,-1,-1
1,23.299999,3,5,105,0,-1,2,2,1,1,1,2,2,1,3,1,2,3,-1,-2,-1,2
2,-1,3,5,60,10,-1,1,1,2,-1,2,-1,-1,1,3,1,2,1,2,2,1,1
2,25.4,3,2,20,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,6,2
1,25.5,3,-1,65,0,-1,1,2,1,7,1,3,1,1,1,2,2,1,2,1,1,-1
1,29.200001,3,5,95,0,-1,2,2,2,-1,2,-1,-1,1,3,1,2,1,-1,1,2,2
1,31.200001,3,-1,110,0,-1,2,2,1,2,1,5,1,1,1,1,2,1,-1,1,2,1
2,25.799999,3,5,15,0,-1,1,2,2,-1,1,3,1,1,2,-1,-1,2,2,-1,-1,-1
1,21,3,-1,120,5,-1,1,1,1,14,2,-1,-1,1,1,1,2,1,2,1,3,2
2,27.1,3,-1,30,10,1,1,1,1,3,2,-1,-1,2,1,2,2,1,1,2,4,-1
2,26.4,1,-1,20,15,-1,1,1,1,2,1,7,1,1,1,1,2,1,2,1,2,2
2,-1,3,-1,60,15,2,1,1,2,-1,1,2,2,1,1,1,2,1,1,2,1,2
1,30.5,3,-1,0,18,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,21.9,3,-1,0,35,2,1,1,1,2,1,4,2,1,1,1,2,1,1,2,1,2
1,26.6,3,5,30,10,-1,2,1,2,-1,1,1,2,1,1,1,1,1,-1,2,1,2
1,32.299999,3,5,40,0,-1,2,2,1,4,1,5,1,1,1,1,2,1,-1,2,1,2
2,39.900002,3,-1,30,25,-1,2,1,1,5,1,2,2,1,1,1,2,1,-1,1,2,2
1,37.5,3,-1,100,5,1,1,1,1,3,1,2,1,1,1,2,2,1,1,2,2,-1
1,30.9,3,-1,35,5,-1,1,1,1,5,1,2,2,1,1,1,2,1,2,2,1,2
2,23.200001,3,-1,75,10,1,1,1,1,3,2,-1,-1,1,1,1,2,1,1,1,3,2
1,31.9,3,-1,59,0,1,1,2,2,-1,1,5,1,1,1,1,2,1,1,1,3,2
1,37.5,3,5,0,150,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,2,2,2
1,22.1,3,-1,35,0,-1,2,2,1,2,1,4,1,1,2,-1,-1,2,-1,-1,-1,-1
2,31.200001,3,5,150,30,1,1,1,1,5,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,27.4,3,-1,90,15,-1,1,1,1,2,1,3,2,1,1,1,2,1,2,2,2,2
1,33,3,5,30,30,-1,1,1,2,-1,1,3,2,1,2,1,2,1,2,-1,-1,2
1,25.700001,3,5,55,10,1,1,1,1,1,1,3,1,1,3,1,2,1,1,2,4,2
1,24.9,3,-1,25,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,1
1,32,3,-1,125,0,-1,2,2,2,-1,1,7,1,1,1,1,2,1,-1,1,4,2
1,26.299999,3,5,70,0,-1,1,2,1,5,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,29,3,2,80,0,-1,1,2,1,5,1,1,1,1,1,1,2,1,2,1,3,-2
1,30.799999,3,5,170,20,1,1,1,1,5,2,-1,-1,1,3,1,2,3,1,1,3,2
1,18.6,3,-1,0,20,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,1,1,2
1,27.5,3,5,205,5,1,1,1,1,5,2,-1,-1,1,3,1,2,1,1,1,4,2
1,27.299999,3,5,60,3,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,21.6,3,5,45,30,-1,1,1,2,-1,1,5,2,1,1,1,2,1,2,2,4,2
1,33.700001,3,-1,70,10,-1,1,1,1,3,1,7,1,1,1,2,2,1,2,1,2,-1
1,22.6,3,-1,15,0,1,1,2,1,3,1,6,2,1,1,1,2,1,1,2,1,2
1,29.5,3,-1,80,5,2,1,1,2,-1,1,7,1,1,1,1,2,1,1,1,2,2
2,23.6,3,-1,120,23,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
2,18.299999,3,5,30,144,-1,1,1,1,3,1,3,1,1,1,1,2,1,2,1,2,2
1,29.5,3,5,26,4,-1,1,1,1,3,1,2,1,1,2,1,2,3,2,-1,-1,2
3,30,3,-1,20,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,29,3,5,45,30,-1,2,1,1,4,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,29,3,5,50,2,-1,1,1,1,5,1,1,2,1,1,1,2,1,2,1,1,2
1,-1,3,-1,20,5,-1,2,1,1,2,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,26.5,3,5,120,0,-1,1,2,1,6,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,28.299999,3,5,80,0,-1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,4,-1
1,34.5,3,5,90,15,1,1,1,1,3,1,6,1,1,1,1,2,1,1,1,2,2
1,23.4,3,-1,110,0,-1,1,2,1,7,1,2,2,1,1,1,2,1,2,1,6,2
1,28.200001,3,5,80,0,1,1,2,2,-1,2,-1,-1,1,3,-1,-1,2,1,1,4,-1
3,-1,3,-1,60,0,-1,1,2,1,7,1,4,1,1,1,2,2,1,2,2,2,-1
2,22.1,3,5,25,15,2,1,1,2,-1,1,6,1,1,2,-1,-1,2,1,-1,-1,-1
1,31.1,3,-1,55,6,2,1,1,2,-1,1,1,2,2,1,1,2,1,1,1,2,2
1,21.799999,3,1,50,10,-1,1,1,1,6,1,1,1,1,1,1,2,1,2,-2,-1,2
1,20,3,3,70,30,1,1,1,1,1,1,6,2,1,3,-1,-1,2,1,1,2,-1
3,24.4,3,5,105,0,-1,2,2,1,2,2,-1,-1,1,1,1,2,1,-1,3,1,2
2,18.5,1,-1,80,10,-1,1,1,2,-1,1,1,1,1,1,1,2,1,2,1,2,2
-3,-1,3,-1,35,0,1,1,2,-3,-1,-3,-1,-1,-3,1,-1,-1,-3,1,1,4,-1
1,30.799999,3,5,55,5,-1,2,1,-2,-1,2,-1,-1,1,3,1,2,1,-1,1,2,2
1,29.1,3,-1,0,4,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,2,1,2
3,23,3,5,100,30,-1,1,1,2,-1,1,-2,2,1,1,1,2,1,2,1,6,2
1,29.299999,3,-1,20,30,1,1,1,1,7,1,1,2,1,1,1,2,1,1,1,1,2
1,18.799999,3,5,60,10,-1,2,1,1,7,1,2,2,1,1,1,2,1,-1,1,3,2
1,25.799999,3,5,30,15,-1,2,1,1,3,1,1,2,1,2,1,2,3,-1,-1,-1,2
1,27.5,1,-1,45,0,2,1,2,1,2,1,5,1,1,1,1,2,1,1,2,1,2
1,-1,3,-1,90,0,-1,1,2,-3,-1,1,2,2,1,1,1,2,1,2,1,2,2
1,26.5,3,5,55,0,2,1,2,2,-1,1,3,1,1,1,1,2,1,1,1,2,2
1,25.4,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,5,1,-1
2,28,3,5,60,0,2,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,29.200001,3,-1,0,10,-1,2,1,2,-1,2,-1,-1,1,1,2,2,1,-1,1,2,-1
1,32.799999,3,5,50,0,-1,1,2,1,2,1,13,2,1,1,2,2,1,2,1,2,-1
2,25.200001,3,5,0,0,2,1,2,2,-1,1,4,1,1,1,1,2,1,1,1,3,2
1,19.6,3,5,40,10,-1,1,1,1,4,2,-1,-1,1,1,2,2,1,2,1,3,-1
1,25.799999,3,5,45,0,2,1,2,1,4,2,-1,-1,1,2,1,2,1,1,-1,-1,2
1,27.5,3,5,120,0,1,1,2,1,4,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,24.6,1,-1,55,0,-1,2,2,1,2,1,2,1,1,1,1,2,1,-1,1,2,2
2,29.299999,3,5,75,5,-1,1,1,2,-1,1,2,1,1,1,1,2,1,2,1,1,2
1,28.299999,3,-1,60,30,-1,2,1,1,3,1,4,1,1,1,1,2,1,-1,2,4,2
3,35.299999,3,5,105,0,-1,2,2,1,2,2,-1,-1,1,1,1,2,1,-1,3,1,2
1,25.799999,3,5,0,60,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,2,3,1
1,24.299999,3,5,78,1,1,1,1,1,21,1,2,2,1,1,1,2,1,1,2,3,2
2,22.700001,3,1,30,30,1,1,1,2,-1,1,2,1,1,1,1,2,1,1,2,6,2
1,22.299999,3,5,40,10,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,2
2,30.799999,2,-1,180,55,-1,1,1,2,-1,2,-1,-1,1,1,1,2,3,2,2,2,2
2,24.6,3,-1,45,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
2,28.299999,3,5,55,15,-1,1,1,1,5,1,2,2,2,1,1,2,1,2,1,2,2
1,20.799999,3,-1,145,8,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,-1,3,5,75,0,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2
2,26.6,3,5,60,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,2,1,2
2,30.1,3,-1,75,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
2,30.9,3,-1,30,15,-1,2,1,1,2,2,-1,-1,3,1,2,2,1,-1,1,1,-1
1,17.1,3,-1,60,103,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,20.6,3,-1,60,40,-1,1,1,2,-1,1,5,2,1,2,-1,-1,2,2,-1,-1,-1
1,26.4,3,5,15,150,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,1,2
1,26.6,3,5,60,5,-1,2,1,1,3,1,4,2,1,1,1,2,1,-1,1,2,2
1,39.5,3,-1,0,30,-2,1,1,1,1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,24.799999,3,5,105,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,6,2
2,27,3,5,70,0,2,1,2,2,-1,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,21.5,1,5,30,30,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,1,4,1
1,23.700001,3,-1,92,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,6,2
2,29,3,2,45,0,2,1,2,1,7,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,25.6,3,5,10,0,-1,2,2,1,5,1,1,2,1,1,1,2,1,-1,1,3,2
1,37.599998,3,5,65,7,-1,2,1,1,2,1,3,2,1,2,2,2,3,-1,-1,-1,-1
2,17.4,3,-1,30,0,-1,2,2,1,3,1,2,1,1,1,1,2,1,-1,1,5,2
2,20.799999,3,-1,79,370,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,1,2,2
1,20,3,5,90,10,2,1,1,1,3,1,2,2,1,1,1,2,1,1,1,2,2
1,25.700001,3,1,50,15,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2
2,21.799999,3,-1,40,0,1,1,2,1,3,1,7,2,1,1,1,2,1,1,1,3,2
2,29.6,3,5,60,15,-1,1,1,1,7,1,8,2,1,3,1,2,1,2,1,1,2
1,-1,3,5,35,20,-1,2,1,1,3,2,-1,-1,1,1,1,2,1,-1,2,1,1
2,26.6,3,-1,10,25,2,1,1,2,-1,1,2,2,1,1,1,2,1,1,1,2,2
1,25,3,5,140,0,-1,1,2,1,3,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
1,26.6,3,-1,45,0,-1,2,2,2,-1,1,2,1,1,1,1,2,1,-1,2,2,2
1,29.6,2,5,75,2,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,20.1,3,-1,20,0,-1,1,2,1,6,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,40.400002,3,-1,25,0,2,1,2,2,-1,1,1,2,1,1,1,2,1,1,1,2,2
1,31.299999,3,3,30,0,-1,2,2,2,-1,1,6,1,1,2,-1,-1,2,-1,-1,-1,-1
2,27,3,-1,40,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,32.599998,3,-1,90,10,-1,1,1,2,-1,1,7,1,1,1,1,2,1,2,1,2,2
1,26.9,1,-1,70,0,2,1,2,2,-1,1,4,1,1,2,-1,-1,2,1,-1,-1,-1
1,31.6,3,-1,20,0,1,1,2,1,2,1,4,1,1,1,1,2,1,1,2,2,2
1,21.299999,1,5,80,0,-1,1,2,1,14,2,-1,-1,1,1,1,2,3,2,1,1,2
1,29.799999,3,-1,60,0,-1,1,2,1,7,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,37.900002,3,5,90,60,-1,2,1,2,-1,1,5,2,1,1,1,2,1,-1,1,1,2
2,-1,3,5,60,0,-1,1,2,2,-1,2,-1,-1,1,3,-1,-1,2,2,1,1,-1
1,-1,3,5,170,20,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,3,1,2
1,26.6,3,5,50,15,-1,1,1,1,5,1,10,2,1,1,1,2,1,2,1,2,2
1,22.299999,3,-1,10,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,30.299999,3,-1,170,0,2,1,2,2,-1,1,3,2,1,2,-1,-1,2,1,-1,-1,-1
2,-1,1,5,35,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,-1,1,-1,0,20,2,1,1,1,5,1,12,2,1,2,-1,-1,2,1,-1,-1,-1
2,-1,3,5,105,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,5,-3,2
1,40.5,3,-1,10,13,2,1,1,1,3,1,1,2,2,2,-1,-1,2,1,-1,-1,-1
1,28.700001,3,-1,20,-2,1,1,-2,1,6,1,6,2,1,1,1,2,1,1,1,2,2
2,25.6,1,5,40,0,-1,2,2,1,2,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
3,24.200001,3,-1,29,15,1,1,1,2,-1,1,1,1,1,1,1,2,1,1,5,2,2
1,25,3,5,90,0,-1,2,2,1,1,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,28.200001,3,5,150,0,-1,1,1,1,5,2,-1,-1,1,3,1,2,1,2,1,6,2
1,29.5,3,5,45,1,1,1,1,2,-1,1,2,2,1,3,-1,-1,2,1,1,1,-1
3,28.1,3,5,21,0,-1,1,2,1,4,1,1,2,1,1,1,2,1,2,2,6,2
1,25.1,3,5,270,0,-1,1,2,1,3,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,32.299999,2,5,15,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,2,1
1,-1,3,3,0,16,1,1,1,1,6,1,2,2,1,1,1,2,1,1,1,1,2
1,27.299999,3,-1,100,0,-1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,2,2
